ImageName,Image Id,Discription,,Breed,Gender,age ,size,type
n02088094_2641,411,"I want to arrange a crossing partner for my medium size male adult Afgan hound dog very active, it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i live near puttalam.brown dog standing on a green grass  ground with a lady.",,Afgan hound,male,adult,medium,crossing
n02088094_2700,412,I would like to arrange a playdate for my Afgan hound  large size male adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside.I live near polonnaruwa.brown mix black dog standing near a yellow tree.,,Afgan hound,male,adult,large,playdate
n02088094_2803,413,I would like to arrange a crossing partner for my Afgan hound  medium size male adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near matale.cream color dog standing on a floor.,,Afgan hound,male,adult,medium,crossing
n02088094_3059,414,My dog is a medium size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near jaffna.we live near gampha.brown dog standing on a green grass ground.,,Afgan hound,female,adult,medium,playdate
n02088094_3075,415,I have a medium female  Afghan hound puppy has a tall slender elegent build is extremely athletic is gentel with strangers and with other petsand very playful dog. I would like to arrange a playdate for my dog I live near galle.ash color dog standing near matara.brown dog standing on a green grass ground and a lady holding the dog.,,Afgan hound,female,puppy,medium,playdate
n02088094_3080,416,I would like to arrange a crossing partner for my Afgan hound  medium size male adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near baticola.brown standing on a green grass ground.,,Afgan hound,male,adult,medium,crossing
n02088094_3233,417,My dog is a medium size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near galle.we live near gampha.blck dog standing on a ground.,,Afgan hound,female,adult,medium,playdate
n02088094_3252,418,I want to arrange a crossing partner for my large size male adult Afgan hound dog  it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near kurunegala.black dog standing near a man.,,Afgan hound,male,adult,large,crossing
n02088094_3400,419,I have a medium size female Afgan hound puppy it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.Ilike to arrange a playdate for my dogI live near monaragala.black dog standing infront of a lake,,Afgan hound,female,puppy,medium,playdate
n02088094_3500,420,I would like to arrange a crossing partner for my Afgan hound  medium size female adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside.I live near kalutara.black dog standing on a green grass ground.,,Afgan hound,female,adult,medium,crossing
n02088094_3531,421,My dog is a medium size male  Afgan hound puppy  it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.i would like to find a matching crossing partner for my dog.i live near anuradhapura.white dog siting with a lady.,,Afgan hound,male,puppy,medium,crossing
n02088094_3582,422,I have a large size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside I would like to arrange a playdate for my dog.i live near gampaha.black dog siting near a tree.,,Afgan hound,female,adult,large,playdate
n02088094_3596,423,"I want to arrange a crossing partner for my medium size male adult Afgan hound dog very active, it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i live near polonnaruwa.black dog standing near a woman and a kid.",,Afgan hound,male,adult,medium,crossing
n02088094_3620,424,I would like to arrange a playdate for my Afgan hound  small size male puppy it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside.I live near matara.browndog standing on a road with a man.,,Afgan hound,male,puppy,small,playdate
n02088094_3629,425,My dog is a medium size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near colombo.brown dog standing on a green grass ground.,,Afgan hound,female,adult,medium,playdate
n02088094_3641,426,I have a medium female adult Afghan hound dog has a tall slender elegent build is extremely athletic is gentel with strangers and with other petsand very playful dog. I would like to arrange a playdate for my dog I live near galle.black dog holding by a woman.,,Afgan hound,female,adult,medium,playdate
n02088094_3653,427,I would like to arrange a playdate  partner for my Afgan hound  medium size male puppy it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near badulla.brown dog standing on a floor.,,Afgan hound,male,puppy,medium,playdate
n02088094_3653,428,My dog is a medium size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near kalutara.ash colordog standing on a green grass ground,,Afgan hound,female,adult,medium,playdate
n02088094_3850,429,My dog is a medium size male  adult  Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near kandy.brown dog on a small wood bride with a lady.,,Afgan hound,male,adult,medium,playdate
n02088094_3858,430,I want to arrange a playdate partner for my small size male Afgan hound puppy  it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near kurunegala.ash color dog standing on a green grass feild.,,Afgan hound,male,puppy,small,playdate
